Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Carmel Celia,1,Nurse Anesthetist,160000,0,2,0,1,2,0,2,0,1,0,0,0,1,1,2,0,0,1,1,2,1,2,2,0,0,2,0,2,2,2,1,2,2,0,2,0,0,0,0,2,0,2
Micheal Pedro,1,Nursing Management,93000,0,2,2,1,0,1,1,0,2,2,0,0,1,0,1,0,2,0,2,1,2,1,2,0,1,0,0,1,2,2,1,2,1,1,0,2,0,1,0,0,0,0
Eldon Josue,1,Dialysis Nurse,74000,1,2,2,1,1,0,1,0,2,2,2,1,0,1,2,2,1,0,0,2,2,2,2,0,1,1,2,1,2,1,1,2,0,0,1,2,2,0,2,2,2,2
Alvie Evangeline,1,Dialysis Nurse,74000,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,2,1,0,1,0,2,2,2,2,1,0,1
Madalynn Francisco,1,Public Health Nurse,65000,2,2,2,2,1,0,1,2,1,1,2,1,1,2,1,2,2,1,0,0,1,2,0,0,1,0,2,2,0,1,2,0,2,0,1,2,1,2,1,2,1,2
Hayden Jim,1,Nursing Management,93000,2,2,2,1,2,2,0,2,1,1,0,0,1,2,0,1,1,2,0,0,0,2,1,0,1,0,0,0,2,1,0,0,2,2,0,1,2,0,1,0,1,1
June Marjory,1,Public Health Nurse,65000,2,0,0,1,1,1,0,2,0,1,2,1,1,1,2,1,1,1,0,0,0,0,0,1,2,1,0,2,0,0,2,0,2,0,0,2,2,2,2,1,1,2
Teddy Georgie,1,Cardiac Nursing,80000,0,0,0,2,0,0,1,2,0,1,0,1,1,0,1,0,2,1,1,0,1,2,0,0,1,0,2,0,0,1,1,2,1,0,1,1,2,1,1,0,0,2
Williams Eloy,1,Registered Nurse,75000,2,0,0,1,2,2,2,2,0,0,2,1,0,2,0,0,0,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,0,2,0,1,0,1,1,2,0
Georgina Blaine,1,Clinical Nurse Specialist,97000,0,0,0,2,2,1,0,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,2,2,2,0,0,1,2,1,2,0,1,1,0,2,0,0,2,2,1
Irving Emilie,1,Public Health Nurse,65000,1,0,1,0,2,0,2,2,0,2,2,0,2,1,2,0,2,1,2,0,0,2,2,2,2,1,1,1,2,1,1,0,0,0,2,0,2,0,2,2,0,1
Wendell Edward,1,Mental Health Nursing,72000,2,2,1,2,2,1,1,1,1,0,2,1,0,1,2,2,1,1,1,2,1,2,2,1,1,2,0,1,0,1,1,0,1,2,2,0,0,1,2,1,2,2
Gus Isidor,1,Critical Care Nurse,85000,0,2,2,2,0,0,1,1,2,2,1,1,0,2,2,2,0,0,1,2,1,0,0,2,0,2,2,0,1,1,1,1,1,2,2,2,0,2,1,1,0,2
Stewart Emmett,1,Critical Care Nurse,85000,0,2,1,2,1,0,0,0,1,0,2,2,1,1,0,0,2,1,0,0,1,1,1,0,2,0,2,2,1,0,0,2,0,0,0,0,1,2,0,2,0,1
Johnie Lorine,1,Neonatal Nurse,88000,0,0,1,0,0,2,2,0,2,2,0,0,1,2,2,2,0,1,2,0,2,0,2,0,1,2,2,1,1,0,0,2,0,2,2,1,1,0,2,0,2,0
Ramona Seth,1,Gerontological Nursing,72000,1,1,0,1,2,1,1,1,2,0,0,1,0,1,2,0,2,1,1,0,2,1,1,1,1,2,0,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Alicia Camila,1,Public Health Nurse,65000,0,2,2,0,2,2,1,1,2,0,2,2,1,2,2,2,2,0,1,1,1,1,0,2,2,0,0,1,0,1,2,0,1,0,0,1,0,2,2,2,0,1
Grover Scott,1,Gerontological Nursing,72000,2,2,1,2,2,1,1,0,2,2,0,2,1,1,0,0,1,1,1,2,1,2,2,1,1,1,2,0,1,0,2,0,0,1,0,1,2,0,2,0,2,1
Katherine Ben,1,Health Informatics,95000,2,0,1,0,2,2,0,1,2,1,1,1,0,0,2,0,0,2,1,0,1,2,1,1,1,0,2,1,2,2,2,0,1,0,2,2,2,0,2,2,2,2
Harrison Kadin,1,Occupational Health Nursing,73000,0,2,1,0,0,0,0,2,2,2,1,0,2,0,0,2,1,1,0,2,2,0,1,2,1,2,0,2,2,2,2,2,1,2,0,2,1,2,2,0,1,1
Evert Zachary,1,Clinical Nurse Specialist,97000,0,0,2,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,1,0,1,1,1,2,2,0,2,2,0,1,0,0,0,2,1,2,0,1,2,0,2,1
Suzette Barton,1,Nurse Practitioner,100000,1,1,0,2,1,0,1,1,1,2,2,1,2,1,0,0,1,2,1,1,2,0,2,2,1,2,1,1,1,2,0,0,1,0,1,0,1,2,2,0,1,1
Nicole Tina,1,Neonatal Nurse,88000,0,0,0,2,1,2,1,0,0,2,1,2,2,2,0,1,0,2,2,1,2,0,1,2,0,0,0,0,0,1,1,0,0,0,2,0,2,1,2,2,1,1
Rene Mara,1,Neonatal Nurse,88000,0,2,1,2,2,2,1,0,0,0,0,0,0,2,1,0,2,1,2,0,0,1,2,0,2,0,2,0,0,2,1,2,2,1,1,1,0,1,1,1,0,1
Wilda Lelar,1,Nurse Midwife,91000,1,0,2,1,0,2,0,1,1,0,2,1,0,2,2,0,1,0,0,2,1,2,0,0,0,1,1,2,2,0,2,2,0,1,0,1,2,1,2,0,1,0
Elwood Brent,1,Occupational Health Nursing,73000,1,0,0,1,0,2,2,1,1,1,1,1,0,0,2,0,1,2,2,2,2,0,2,1,0,2,1,0,1,2,2,2,2,1,2,1,0,0,2,2,2,0
Chet Oliver,1,Public Health Nurse,65000,2,1,1,2,0,2,2,2,0,0,2,1,0,0,2,2,2,1,2,2,2,0,1,0,0,0,1,1,1,0,2,1,1,1,1,1,0,1,1,1,0,1
Dorris Eric,1,Licensed Practical Nurse,60000,1,0,1,0,1,2,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,0,0,0,1,1,1,2,2,1,0,0,2
Rheta Jalyn,1,Public Health Nurse,65000,0,1,0,2,0,1,2,1,1,2,1,0,2,2,0,0,0,0,1,0,0,2,0,2,2,1,1,2,2,1,2,2,0,1,0,0,0,2,0,0,2,0
Karie Kristin,1,Nurse Practitioner,100000,2,2,2,1,1,0,2,2,2,1,1,0,1,2,0,1,1,2,0,2,1,0,1,0,0,2,1,1,2,0,1,2,0,0,1,0,2,2,1,1,2,2
Josiephine Jagger,1,Neonatal Nurse,88000,1,1,0,2,1,0,0,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,0,1,1,0,1,2,1,2,0,2,2,1,1,0,1,1,1
Noah Kade,1,Mental Health Nursing,72000,2,1,0,2,0,0,1,1,0,1,2,0,1,2,0,0,1,0,1,2,2,2,1,0,1,1,2,0,2,0,0,0,0,0,2,2,2,2,2,2,1,0
Ivan Delois,1,Labor and Delivery Nurse,90000,0,2,1,2,2,1,2,0,2,1,1,0,2,1,0,1,1,0,2,2,2,2,2,0,2,0,0,2,1,1,0,0,0,1,1,1,2,0,1,2,1,1
Marcy Aretha,1,Registered Nurse,75000,2,2,0,2,2,2,2,1,0,1,2,1,1,2,2,1,1,1,0,0,2,1,1,0,2,0,2,2,2,0,0,0,1,1,2,0,1,2,2,1,2,2
Alfred Zelma,1,Critical Care Nurse,85000,2,2,1,2,1,0,1,2,2,2,0,0,1,1,0,0,1,0,2,2,1,2,1,1,0,1,0,1,1,0,2,2,2,2,0,2,1,1,1,1,0,1
Hobart Willie,1,Nurse Practitioner,100000,1,0,2,2,2,1,2,0,2,0,2,0,0,1,2,2,2,0,0,1,1,2,2,2,0,2,2,0,2,2,0,0,1,0,1,2,1,0,0,1,2,1
Eldridge Eliseo,1,Surgical Nurse,78000,0,1,0,0,2,2,2,1,0,1,1,0,0,2,1,1,0,0,1,0,0,1,2,1,0,0,1,2,0,0,2,1,0,2,1,1,1,0,0,1,0,1
Bernita Merlyn,1,Cardiac Nursing,80000,2,0,0,1,2,2,2,2,0,1,1,0,1,1,2,2,0,1,2,0,2,2,1,0,2,1,2,0,0,1,2,1,2,0,0,1,0,0,0,1,1,2
Emory Leisa,1,Surgical Nurse,78000,2,0,2,1,0,1,0,2,1,0,2,1,0,2,2,0,1,2,2,2,2,1,0,0,2,1,1,0,0,2,0,0,0,0,1,2,1,0,0,0,1,2
Heather George,1,Registered Nurse,75000,2,0,0,1,1,1,0,0,1,1,2,2,0,2,2,1,0,1,0,2,2,2,0,2,2,0,1,1,1,0,0,1,2,0,2,0,1,2,0,0,0,1
Kennith Beryl,1,Occupational Health Nursing,73000,2,1,0,1,2,0,1,1,2,2,0,0,1,2,0,1,2,2,1,0,1,1,0,2,0,0,1,1,1,2,2,0,2,2,0,0,1,0,2,1,0,0
Mackenzie Elmo,1,Occupational Health Nursing,73000,1,0,1,2,2,1,2,0,0,2,0,0,1,1,1,2,0,2,1,2,1,2,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,1,2,1,0
Dawson Nan,1,Dialysis Nurse,74000,2,2,2,2,0,1,1,2,2,2,0,2,1,1,0,2,2,2,2,1,2,1,0,2,1,0,2,0,0,1,1,0,1,2,0,1,2,2,0,0,2,0
Jodie Keri,1,Dialysis Nurse,74000,0,0,0,0,1,0,1,1,1,2,1,1,2,2,0,1,0,2,2,1,1,0,1,0,1,1,1,2,2,0,1,0,2,0,2,2,2,2,2,2,2,0
Calvin Arch,1,Nursing Assistant,40000,2,0,2,2,2,1,1,1,1,0,1,2,2,1,1,0,0,1,0,0,0,0,1,1,2,0,0,2,1,0,0,1,2,1,0,2,1,1,2,2,2,1
Octavia Jayla,1,Nurse Anesthetist,160000,1,2,1,1,0,0,2,0,0,2,0,2,0,1,1,2,0,2,2,0,2,1,2,1,0,0,0,0,1,2,0,0,0,2,2,2,2,0,0,2,2,1
Madge Gayle,1,Nurse Practitioner,100000,2,1,2,0,1,2,2,0,2,2,0,2,2,2,0,1,2,0,0,1,0,1,1,1,2,0,0,1,2,0,2,1,0,1,2,2,0,2,1,0,0,1
Harriett Edgar,1,Health Informatics,95000,1,2,2,0,0,1,0,1,1,0,1,0,2,0,2,1,1,1,1,0,2,0,2,2,2,1,1,0,0,1,1,2,2,2,2,0,1,1,0,1,1,2
Gus Andres,1,Surgical Nurse,78000,2,0,0,0,0,0,0,1,2,2,0,2,2,1,0,0,1,2,1,0,2,1,0,0,2,2,0,0,0,0,0,2,2,0,1,1,2,2,0,0,1,2
Cletus Irene,1,Pediatric Nursing,68000,2,0,0,2,0,0,1,2,1,2,1,1,2,1,0,2,0,2,2,0,0,2,2,0,1,0,0,1,1,2,0,0,2,0,1,0,2,0,2,0,2,1
Dudley Mafalda,1,Nursing Assistant,40000,2,0,0,1,0,2,1,0,2,0,1,2,0,0,0,2,2,0,2,2,1,2,2,2,1,0,1,2,2,1,0,1,0,2,2,2,0,1,1,0,0,2
Danielle Henrietta,1,Nurse Practitioner,100000,0,2,2,2,1,0,2,0,2,0,1,2,2,1,0,0,1,2,1,0,1,2,1,2,1,0,0,1,1,2,2,2,0,0,0,0,0,1,1,1,0,0
Barrett Phil,1,Labor and Delivery Nurse,90000,1,0,2,2,0,2,1,1,1,1,1,1,0,1,2,0,0,2,1,2,1,0,1,0,2,1,1,0,2,2,0,0,0,0,0,1,0,0,1,1,2,0
Noel Romona,1,Critical Care Nurse,85000,2,0,0,0,1,0,0,2,2,0,2,0,1,2,1,2,0,2,1,1,2,0,2,0,1,0,1,2,2,0,1,0,1,1,1,1,2,2,2,1,1,0
Blanche Prudence,1,Registered Nurse,75000,0,0,2,0,1,1,0,0,2,1,2,0,0,2,1,2,0,2,0,2,1,1,2,0,2,1,2,2,0,0,1,1,0,0,1,1,1,1,1,1,2,1
Reyna Reatha,1,Nursing Assistant,40000,2,2,0,0,2,1,0,0,1,2,2,0,2,0,1,0,1,0,1,0,0,2,2,2,1,0,1,0,1,0,2,0,1,0,1,2,2,1,2,0,2,2
Andy Kattie,1,Nursing Assistant,40000,2,1,2,1,2,1,0,0,2,2,1,1,1,0,1,0,0,0,1,1,2,1,2,2,2,2,1,0,0,1,0,1,1,1,0,2,1,0,1,0,1,0
Lyman Berry,1,Registered Nurse,75000,2,2,0,1,0,1,0,2,0,1,1,2,2,0,2,0,0,0,2,2,1,1,1,1,2,0,2,1,0,2,0,0,2,2,2,0,1,2,0,2,2,2
Zola Joseph,1,Gerontological Nursing,72000,1,0,0,0,1,0,0,1,0,2,2,1,2,0,2,1,0,1,0,2,0,2,0,0,0,2,1,2,0,1,1,2,2,0,0,0,0,2,2,0,1,2
Kay Edwardo,1,Clinical Nurse Specialist,97000,2,1,2,0,2,2,2,0,0,0,2,0,0,1,0,2,2,2,2,0,1,2,1,2,2,2,1,0,0,0,2,1,1,1,1,0,2,0,1,2,1,0
Ryan Hobert,1,Cardiac Nursing,80000,0,1,0,2,1,2,1,2,1,1,1,0,2,2,1,2,0,0,1,2,2,0,0,2,2,1,1,2,0,0,2,2,0,2,1,2,1,0,0,0,2,2
Josefa Linnea,1,Mental Health Nursing,72000,0,0,2,0,1,0,2,2,0,2,1,0,1,1,1,1,2,0,1,0,1,1,2,2,2,2,2,2,1,0,0,1,1,2,1,0,1,2,0,0,1,0
Georgia Bernard,1,Neonatal Nurse,88000,2,2,1,1,1,1,1,1,1,1,0,2,2,1,0,0,2,0,1,1,2,0,1,2,2,1,1,1,2,2,0,1,0,0,1,2,1,2,2,1,0,1
Leora Wm,1,Occupational Health Nursing,73000,1,2,2,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,2,2,1,2,1,1,2,2,0,1,1,2,2,1,1,0,2,1,1,2,2,2,0,1
Lyle Arlena,1,Nurse Practitioner,100000,1,2,2,1,2,0,0,0,0,2,2,1,2,1,2,0,2,1,2,1,1,2,2,0,2,1,0,0,0,2,1,2,2,0,2,0,1,1,1,0,1,2
Elvera Emilio,1,Clinical Nurse Specialist,97000,1,1,2,2,2,1,2,1,2,0,2,0,2,1,2,2,1,0,0,1,2,0,1,2,2,0,1,0,0,1,1,2,1,1,0,2,1,0,0,2,1,0
Jerry Kirby,1,Health Informatics,95000,2,1,0,1,2,0,0,2,2,0,0,1,1,1,2,2,0,1,2,0,0,2,0,0,1,1,0,0,1,0,1,2,2,1,1,0,2,1,0,0,2,0
Leah Denny,1,Clinical Nurse Specialist,97000,2,1,0,0,2,0,1,0,1,1,2,1,1,2,2,1,0,2,1,2,2,2,2,2,1,1,0,2,0,2,1,1,1,0,0,2,1,0,2,2,1,1
Zella Leonor,1,Labor and Delivery Nurse,90000,1,2,2,2,1,0,1,2,1,2,0,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,1,2,0,2,1,1,2,2,1,1,2,1
Elena Marcie,1,Health Informatics,95000,1,2,1,1,0,0,0,1,0,2,2,0,2,1,2,1,2,0,1,1,0,0,0,1,0,2,1,2,1,2,1,0,0,0,1,1,0,1,1,1,2,1
Corinna Mason,1,Nursing Assistant,40000,0,0,0,2,2,1,1,2,1,0,1,0,1,2,2,0,0,1,1,0,2,2,2,2,0,0,1,2,0,0,2,1,0,1,2,0,1,1,2,1,0,1
Cliff Kerry,1,Occupational Health Nursing,73000,2,2,1,2,2,0,0,1,1,0,1,1,2,0,2,2,0,0,0,2,0,1,0,0,0,1,0,2,0,2,1,0,1,1,1,0,0,1,0,1,1,2
Dorene Beverley,1,Pediatric Nursing,68000,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,0,2,0,1,1,2,2,1,0,2,0,1,1,2,1,1,2,2,1,2,0,2,2,2,2,1,2
Alpha Ramiro,1,Surgical Nurse,78000,1,0,0,2,2,2,2,2,0,2,0,1,1,0,2,2,2,0,2,0,0,0,2,2,2,1,2,0,0,1,2,1,2,1,0,2,2,1,1,2,1,2
Effie Cornell,1,Health Informatics,95000,2,0,2,0,2,0,2,1,1,2,2,1,1,2,1,0,0,2,1,1,2,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
Jaime Jaelyn,1,Nurse Midwife,91000,2,0,1,1,2,1,1,2,0,2,0,1,1,0,0,1,1,2,0,2,0,2,1,0,2,0,2,1,0,2,0,0,2,1,2,2,1,0,0,1,2,1
Elias Maxie,1,Nurse Practitioner,100000,2,1,2,0,0,0,2,2,2,1,1,0,0,0,0,2,1,0,0,2,2,0,1,0,2,1,0,0,1,1,2,2,2,1,1,2,2,0,2,0,1,1
Jamir Shantel,1,Neonatal Nurse,88000,1,0,0,2,0,1,0,1,1,0,0,0,1,0,1,2,1,1,0,1,1,0,1,1,0,2,0,1,1,0,2,1,1,2,2,2,2,0,0,0,2,0
Bennie Kelsey,1,Licensed Practical Nurse,60000,1,1,1,0,1,0,2,1,0,2,0,1,2,0,0,2,0,1,2,2,0,0,2,2,2,2,1,2,0,0,1,1,1,2,2,2,1,0,1,1,2,0
Esther Lillie,1,Gerontological Nursing,72000,1,0,1,2,2,1,1,1,1,0,0,0,1,0,0,0,1,0,2,0,1,0,2,2,0,0,1,2,1,1,2,0,0,0,2,2,2,0,1,2,2,2
Susie Early,1,Mental Health Nursing,72000,1,0,0,1,0,0,0,2,1,2,2,1,1,2,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,2,0,2,0,2,1,1,2,0,2,2,0,2
Elma Kurt,1,Registered Nurse,75000,1,1,0,1,2,2,2,2,0,0,1,2,0,1,2,2,0,1,0,1,0,1,1,0,2,0,2,0,1,0,2,0,1,0,1,1,0,2,1,2,2,1
Albion Casey,1,Nursing Assistant,40000,2,2,1,1,0,0,2,0,2,1,1,1,0,0,1,1,2,0,1,2,2,1,1,2,0,1,0,1,1,2,2,2,2,0,1,0,1,0,0,1,2,1
Hallie Mose,1,Clinical Nurse Specialist,97000,0,2,2,2,1,0,2,1,2,1,1,0,0,2,1,0,1,1,0,0,2,2,0,2,2,2,0,2,0,2,1,2,2,2,1,1,1,0,0,1,2,2
Adolph Marshall,1,Public Health Nurse,65000,2,1,1,2,1,1,0,1,2,0,1,1,2,0,2,1,1,2,2,2,2,2,0,0,2,0,0,2,2,2,2,1,0,1,2,1,1,1,0,0,2,1
Hans Romona,1,Licensed Practical Nurse,60000,1,2,2,2,1,2,0,0,2,2,1,2,1,2,0,0,2,1,2,1,0,2,2,1,0,0,0,2,2,1,1,0,0,1,0,0,2,0,2,2,1,2
Reta Maritza,1,Registered Nurse,75000,0,0,2,0,0,2,2,2,2,2,2,2,1,0,0,1,1,2,1,0,2,0,1,0,2,0,0,0,1,1,1,0,2,0,2,0,2,0,1,1,1,2
Dominic Carl,1,Nurse Anesthetist,160000,2,2,0,2,0,1,0,2,2,0,2,2,1,2,0,2,0,1,0,1,2,1,0,0,2,1,1,2,0,1,2,0,0,2,0,2,0,2,1,0,2,2
Kasie Joe,1,Occupational Health Nursing,73000,2,1,1,0,0,0,2,2,2,1,1,2,0,1,1,1,1,0,1,2,0,1,0,1,0,1,0,2,0,2,0,1,0,0,2,0,1,2,2,0,0,2
Marietta Shonda,1,Mental Health Nursing,72000,2,1,1,0,2,2,0,1,2,2,1,1,2,1,1,0,0,2,1,0,2,0,2,2,2,2,2,0,0,1,1,1,0,2,2,1,1,0,0,1,1,1
Eric Kieran,1,Clinical Nurse Specialist,97000,0,0,1,1,1,0,1,2,0,2,0,1,1,2,0,0,1,0,2,0,0,1,2,0,2,0,1,1,2,2,1,1,1,0,0,1,0,2,0,1,1,1
Clayton Coralie,1,Labor and Delivery Nurse,90000,0,2,0,1,1,1,0,2,1,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,1,0,0,1,1,2,1,0,2,1,0,2,0,0,2,2,0,2
Easton Ned,1,Public Health Nurse,65000,1,0,0,2,0,0,2,0,1,0,2,2,0,0,0,1,1,1,0,1,0,1,0,1,2,0,1,0,1,2,1,0,0,0,1,0,0,2,1,2,0,1
Garrett Maud,1,Gerontological Nursing,72000,1,2,1,0,1,0,0,0,0,2,1,1,0,1,1,2,0,2,0,2,2,2,0,0,1,2,0,1,1,1,0,1,0,1,1,1,1,1,2,2,1,2
Eldridge Jaylan,1,Gerontological Nursing,72000,1,1,2,0,0,2,0,1,0,0,2,1,2,1,2,0,0,2,0,0,1,2,2,0,2,2,0,2,0,2,1,2,0,2,0,0,2,0,1,2,2,0
Kathleen David,1,Nurse Educator,70000,2,2,2,2,2,2,0,1,2,2,1,2,0,0,2,1,0,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,2,2
Kyler Micah,1,Pediatric Nursing,68000,0,1,1,2,0,0,0,2,0,0,2,2,0,0,0,1,2,2,0,0,0,2,0,0,2,2,1,0,1,2,0,2,0,1,1,2,2,1,0,1,2,0
Davie Carlton,1,Health Informatics,95000,0,1,1,2,0,0,0,0,2,2,2,0,2,1,0,2,2,2,2,1,2,0,2,2,2,1,0,2,0,1,1,2,1,1,0,0,1,2,0,1,2,1
Charlotte Damon,1,Nurse Anesthetist,160000,2,0,1,2,2,2,0,2,0,1,0,1,1,2,1,2,2,1,0,0,1,1,2,1,1,1,0,2,2,2,1,1,1,2,2,2,2,0,0,1,0,0
Tamala Kenzie,1,Mental Health Nursing,72000,1,0,1,1,2,1,2,0,1,1,0,1,1,1,0,1,2,1,0,0,1,2,0,2,2,0,2,1,0,1,0,0,0,2,2,1,0,2,2,0,2,1
Rilla Beatrice,1,Health Informatics,95000,1,0,0,1,0,0,1,1,2,2,0,0,1,0,1,2,1,2,0,2,0,1,2,2,0,2,0,1,0,0,1,2,1,1,2,0,0,1,2,0,0,2
Lucia Rowland,1,Critical Care Nurse,85000,0,1,0,2,1,2,0,2,0,1,2,2,1,0,1,1,0,1,2,2,2,1,0,0,1,2,2,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1
Christina Lily,1,Labor and Delivery Nurse,90000,2,2,0,0,2,0,2,1,1,1,0,2,0,0,0,0,1,1,2,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,0,1,0,0,1,0,0,1
Bridgette Tommie,1,Mental Health Nursing,72000,0,1,0,2,1,1,2,2,2,1,2,2,2,1,1,0,1,0,0,1,2,0,2,1,2,1,1,0,2,1,0,1,0,2,2,0,1,0,0,0,1,1
Dolly Frank,1,Occupational Health Nursing,73000,0,2,2,1,1,1,2,2,0,0,0,1,2,0,1,1,0,1,0,0,2,1,0,1,2,2,2,0,2,2,0,2,1,0,2,1,2,1,1,1,2,0
Jaxon Albertine,1,Licensed Practical Nurse,60000,0,0,2,1,0,2,2,2,2,2,1,2,0,2,2,0,0,0,2,1,1,1,1,1,1,2,1,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0
Antoine Gilda,1,Pediatric Nursing,68000,0,0,1,1,0,0,1,1,2,0,1,0,1,1,0,0,2,2,2,0,1,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,1,0
Calvin Webster,1,Gerontological Nursing,72000,2,2,1,0,0,0,0,1,2,1,0,1,1,0,0,0,2,1,1,1,1,1,1,0,2,2,0,2,1,0,0,0,2,1,0,1,2,1,2,1,1,2
Matthew Royal,1,Surgical Nurse,78000,2,0,0,2,1,2,2,1,0,1,2,1,1,1,2,0,0,1,1,2,1,2,2,0,0,1,1,2,1,2,2,2,2,2,1,2,2,1,2,0,0,1
Tony Fleming,1,Cardiac Nursing,80000,2,0,2,1,1,1,1,0,0,1,2,0,0,1,1,0,1,1,0,2,1,1,2,2,2,2,2,2,0,1,2,0,0,1,2,0,1,1,2,1,1,0
Lurline Gracie,1,Nurse Anesthetist,160000,1,2,2,2,2,1,0,1,2,0,0,0,1,1,1,0,2,2,1,1,1,0,2,2,0,2,0,0,0,2,0,2,0,1,1,1,1,2,0,1,1,0
Lyman Archibald,1,Nursing Management,93000,0,1,2,1,2,0,1,0,2,2,0,2,1,0,2,0,0,1,0,2,1,1,2,2,0,2,0,2,0,2,1,2,0,0,2,0,1,0,1,0,1,2
Wade Tommie,1,Gerontological Nursing,72000,1,0,0,0,2,2,2,0,1,1,1,0,2,1,0,2,0,0,0,1,1,2,0,0,0,2,1,1,1,1,0,0,0,2,0,0,1,2,1,2,2,2
Val Miller,1,Neonatal Nurse,88000,0,2,2,1,1,0,2,0,2,1,0,2,1,0,0,1,1,1,1,1,2,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2,0,0,2,2
Jaheem Garnett,1,Labor and Delivery Nurse,90000,0,2,0,1,0,0,0,0,1,1,0,2,2,1,1,0,1,1,0,2,1,1,2,0,1,2,2,0,1,1,1,1,2,2,2,0,1,2,1,1,2,0
Dontae Amos,1,Nurse Educator,70000,0,1,2,0,0,2,2,1,2,2,2,0,0,1,1,2,1,2,2,1,2,0,2,1,0,0,0,1,2,1,1,2,0,2,1,0,1,2,1,0,1,1
Toni Aleah,1,Dialysis Nurse,74000,0,0,1,0,0,0,2,1,0,1,2,2,1,1,1,0,2,1,2,0,1,2,0,0,2,1,1,2,1,0,0,1,1,2,0,0,0,2,2,2,0,0
Nels Harry,1,Critical Care Nurse,85000,1,0,0,1,0,0,1,1,2,1,1,2,0,1,2,0,1,1,0,0,2,2,1,2,2,0,2,1,1,1,1,2,0,0,1,2,0,1,1,2,1,1
Roy Judith,1,Nurse Practitioner,100000,1,0,0,1,2,1,2,1,1,0,1,2,0,1,2,0,1,2,1,2,2,2,1,2,2,0,2,2,0,1,2,1,1,0,0,0,0,0,2,0,1,1
Angelo Blanch,1,Nursing Assistant,40000,2,2,2,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,2,1,0,1,1,1,1,0,2,1,0,1,2,1,2,2,1,0,2,2,1,2,2,2
Alois Annamae,1,Labor and Delivery Nurse,90000,1,0,1,1,1,0,1,2,1,2,2,0,0,1,0,0,0,1,0,2,1,2,0,2,0,0,0,2,0,1,1,0,1,1,2,2,2,1,2,0,2,1
Sandi Ramsey,1,Nursing Assistant,40000,2,2,0,1,1,1,1,2,0,0,2,2,0,0,0,2,1,1,0,1,0,2,2,0,0,2,2,2,2,2,0,1,1,2,1,2,0,0,2,1,2,0
Rush Major,1,Registered Nurse,75000,0,2,1,0,0,1,0,1,0,0,2,2,2,1,2,0,0,0,2,0,2,0,2,1,0,1,1,1,1,2,2,1,1,0,2,0,2,2,2,1,0,2
Brooks Kelli,1,Critical Care Nurse,85000,0,2,2,0,2,0,2,2,2,0,2,2,2,0,2,1,1,2,1,2,2,1,2,2,0,0,0,2,1,2,0,2,0,1,0,2,1,0,2,1,1,2
Beverley Cora,1,Registered Nurse,75000,1,2,2,0,2,0,1,0,0,2,0,0,0,0,2,2,0,2,1,2,2,1,0,0,0,1,0,2,1,2,0,2,1,2,1,1,2,0,1,0,2,0
Nicholas Gary,1,Pediatric Nursing,68000,0,0,0,2,0,1,1,1,1,1,1,2,0,1,2,0,2,1,1,0,2,1,1,1,2,2,2,0,2,2,0,0,0,0,2,2,2,0,1,0,1,1
Brook Willis,1,Nursing Assistant,40000,0,1,2,2,2,1,1,2,2,0,1,2,1,1,1,0,0,2,0,1,0,1,2,2,2,0,1,2,0,2,1,0,1,0,2,2,0,1,1,2,0,0
