Full Name,Nurse Number,Nurse Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Jamari Syed,425,RN,0,2,2,1,2,1,2,2,1,2,2,2,1,0,0,0,2,1,0,2,1,1,0,2,1,0,1,1,2,1,1,2,2,1,1,0,0,1,0,0,0,2
Miguel Hope,426,RN,2,1,1,2,2,0,1,0,2,1,0,0,0,0,2,2,0,0,1,1,2,0,1,0,2,1,2,2,1,0,0,1,0,2,1,2,2,1,0,0,0,2
Amanda Dagmar,427,NA,1,1,1,0,2,1,1,2,0,0,0,2,0,0,1,2,1,0,1,0,0,0,1,2,1,0,1,1,0,1,0,2,0,2,2,0,2,0,0,2,2,0
Tinnie Gracie,428,RN,0,2,2,2,2,2,2,0,1,0,0,2,1,0,1,0,1,0,0,1,1,0,0,1,2,0,1,0,2,0,0,2,2,0,2,2,1,1,2,0,0,0
Grayson Janiya,429,NA,2,2,0,0,2,0,2,0,1,1,0,2,0,2,0,0,1,0,1,1,0,2,0,1,0,2,1,1,2,2,2,2,0,2,0,1,1,2,0,1,2,0
Shirlee Courtney,430,NA,2,0,0,1,0,0,2,1,1,0,0,0,2,2,0,0,1,0,2,0,2,1,1,1,0,2,1,2,0,1,0,2,1,2,1,2,1,1,2,0,2,1
Mallie Domenick,431,NA,1,2,0,1,0,2,1,2,0,0,2,2,1,1,1,2,0,0,1,1,0,1,2,1,1,1,0,1,0,1,1,1,0,1,2,0,2,0,2,0,1,2
Ossie Bailey,432,LPN,1,1,2,0,2,1,1,2,1,0,1,0,0,2,2,2,2,2,1,1,2,0,0,1,2,0,2,2,1,0,1,1,1,0,0,0,1,1,1,0,2,1
Salvador Cori,433,RN,0,2,2,0,0,2,0,0,0,2,1,2,0,0,1,2,1,2,1,1,0,0,2,1,2,0,2,2,0,0,1,2,1,0,0,0,0,2,0,1,0,2
Bernadine Bobby,434,RN,0,0,1,2,1,2,1,2,0,1,0,2,2,2,1,1,1,2,2,1,2,2,0,1,0,1,0,2,0,2,1,0,1,0,1,0,2,2,1,1,1,0
Rudolph Chad,435,RN,2,0,1,2,1,2,0,1,2,2,0,2,0,2,2,1,1,1,2,2,1,0,1,2,0,0,0,0,1,1,0,1,1,1,2,2,2,0,1,1,2,2
Hanna Ossie,436,RN,1,1,1,0,0,1,0,0,2,0,1,2,0,1,1,2,0,1,2,1,1,0,1,2,0,2,1,1,0,0,2,1,2,2,2,2,1,0,2,0,1,2
Bella Cayden,437,RN,0,2,1,1,1,1,2,0,2,1,0,2,1,1,0,0,0,0,1,2,0,0,1,0,1,2,1,2,0,1,0,0,0,0,2,0,1,1,0,1,0,2
Shea Pearl,438,RN,2,1,1,2,0,1,2,2,0,0,2,1,0,0,1,1,1,0,0,0,2,2,1,2,1,2,1,0,0,0,0,0,0,2,2,2,0,2,1,2,2,2
Ruth Halbert,439,LPN,1,2,2,2,1,0,1,1,0,2,1,0,0,2,1,1,2,2,2,1,1,0,1,2,1,2,2,2,2,0,2,0,1,1,1,1,2,1,2,2,2,2
Myra Erica,440,RN,2,2,2,1,2,1,0,1,1,2,2,2,1,2,1,2,0,1,1,0,0,2,0,1,0,1,0,1,2,0,1,2,0,1,1,1,2,2,0,0,0,2
Dylon Altha,441,LPN,1,1,1,0,0,1,0,1,2,2,2,2,1,0,1,1,2,2,1,2,1,0,2,1,1,0,0,0,1,0,0,2,1,2,1,2,1,1,1,1,0,2
Jo Carole,442,NA,0,1,0,2,2,0,1,2,0,0,2,0,2,0,0,2,0,2,2,0,0,0,1,0,2,0,1,1,0,1,2,1,0,1,0,0,2,2,2,1,1,0
Sienna Bertram,443,NA,2,2,1,1,2,2,2,1,2,0,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,0,2,2,0,1,2,0,1,1,2,0,1,1,2,2,2
Hilbert Albert,444,NA,2,0,1,1,1,1,1,1,0,1,1,0,2,0,2,2,0,0,2,0,2,0,1,1,2,2,2,1,0,0,1,0,2,0,1,2,0,2,2,0,0,2
Catharine Felicia,445,LPN,1,1,0,0,1,0,2,1,1,1,1,2,0,2,1,0,1,2,2,2,1,2,1,2,0,2,2,1,1,0,2,2,0,2,0,2,2,0,2,1,1,2
Emaline Calla,446,RN,2,0,2,1,1,0,1,0,0,0,1,0,1,1,2,2,1,2,0,2,2,1,0,2,1,2,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,2
Granville Lon,447,NA,1,1,0,1,1,1,2,2,2,0,0,1,2,2,0,0,2,2,1,2,0,0,0,0,2,0,2,2,1,0,0,2,2,1,0,2,2,2,2,2,0,0
Almon Austin,448,LPN,0,0,0,1,2,2,0,1,2,2,1,0,1,2,0,1,0,0,0,2,1,1,0,0,2,0,2,1,0,0,2,0,0,0,1,0,2,1,1,0,1,1
Mattie Dominick,449,NA,0,0,2,2,2,0,0,1,1,1,0,1,1,0,1,0,2,1,0,1,0,0,2,2,0,1,1,2,1,1,2,2,2,1,0,1,2,0,0,0,2,2
Jessie Crawford,450,LPN,0,0,2,0,1,0,2,1,0,1,1,0,2,0,0,1,1,1,2,0,0,1,2,1,0,1,0,2,1,2,1,1,0,0,2,1,0,0,0,2,2,1
Mildred Dariana,451,NA,0,1,2,1,2,0,1,0,2,0,2,1,2,1,2,1,0,1,1,0,1,1,2,1,2,2,1,2,0,0,2,1,2,0,0,0,0,0,2,0,2,0
Donny Kelli,452,NA,0,0,2,2,2,1,2,1,1,0,1,2,0,1,1,0,1,2,0,2,1,2,1,1,2,0,2,1,1,2,1,1,2,0,2,0,2,2,1,1,2,2
Darell Lavon,453,NA,0,1,1,0,1,0,1,2,1,2,2,1,2,2,0,0,1,2,1,2,0,0,2,0,0,0,0,1,0,1,1,2,0,2,1,1,2,1,2,1,1,0
Dessie Natasha,454,NA,0,1,1,0,1,2,1,1,1,0,0,1,0,2,1,2,2,0,1,2,0,2,0,1,1,2,1,2,1,2,1,0,0,1,2,1,2,0,1,1,0,0
Ashlee Henri,455,LPN,2,0,1,0,0,2,1,2,2,0,1,0,2,1,2,0,1,2,1,0,0,1,2,0,1,0,0,2,1,1,0,2,1,2,2,2,1,0,2,1,2,1
Almeda Connie,456,NA,2,0,2,2,1,2,2,2,0,2,1,2,2,0,0,1,2,1,1,0,0,1,0,2,0,2,0,2,0,1,1,2,2,2,0,0,1,1,1,0,0,2
Morgan Arvilla,457,NA,1,1,0,1,0,2,1,0,1,2,0,1,1,1,2,0,2,1,1,2,2,1,2,1,0,2,1,2,2,2,2,2,2,0,0,0,2,2,2,1,0,1
Madalyn Lincoln,458,NA,1,1,2,0,2,1,0,2,0,1,1,1,0,2,2,2,1,0,1,2,0,2,2,2,1,0,1,0,2,2,2,0,2,0,0,2,0,0,2,1,2,0
Keri Rena,459,NA,2,1,2,1,2,1,2,0,0,2,1,1,0,2,0,0,2,0,2,2,2,2,1,1,2,0,0,2,2,2,0,2,2,2,1,2,1,2,0,1,1,0
Rusty Wayman,460,NA,1,1,1,2,0,2,2,2,1,2,2,0,0,2,1,2,1,0,0,1,2,2,2,0,1,0,1,1,1,1,2,2,0,1,2,1,0,0,2,1,2,2
Seymour Leticia,461,NA,2,2,2,2,2,0,0,1,0,1,0,0,0,2,2,2,2,2,2,0,1,0,0,2,2,1,2,2,0,2,2,1,2,1,2,0,0,2,1,0,0,1
Gwendolyn Lloyd,462,NA,2,0,2,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,1,1,0
Mila Waldo,463,NA,0,2,2,0,1,2,0,2,1,1,2,1,2,2,1,0,2,1,2,0,0,1,2,1,0,1,0,1,1,0,1,0,2,2,0,2,1,1,2,0,0,0
Donovan Angela,464,LPN,0,0,0,2,0,0,1,0,0,2,2,1,1,2,1,1,0,0,0,0,2,0,1,1,1,2,2,2,1,0,0,2,0,2,2,2,2,1,2,1,1,1
German Benjamin,465,LPN,2,2,1,1,2,0,1,0,2,2,2,1,2,0,0,2,1,0,2,2,0,2,0,1,2,0,2,1,1,1,1,1,2,2,0,0,2,1,0,2,1,1
Efrain Aryan,466,RN,2,1,1,1,2,1,2,2,0,0,0,2,2,0,1,2,0,1,0,1,1,2,1,2,1,2,1,2,1,2,2,0,1,0,1,2,0,0,2,1,0,2
Marilynn Shaniqua,467,LPN,2,0,1,0,0,0,2,2,0,0,2,1,0,0,1,1,2,0,2,0,0,1,0,1,0,1,1,0,0,1,2,0,1,0,0,1,0,1,1,0,2,1
Cecilia Eldon,468,RN,0,2,0,1,1,0,0,2,1,1,1,0,1,1,1,2,0,1,2,2,0,1,2,2,2,2,2,0,2,1,1,2,0,0,2,0,0,0,1,1,0,2
Pat Albertha,469,RN,0,0,2,2,2,0,1,1,2,0,1,1,2,0,0,2,0,2,2,1,2,1,0,2,0,2,2,1,2,1,2,1,0,0,2,2,0,0,1,0,1,0
Dale Ismael,470,RN,2,2,0,1,0,1,1,0,1,2,1,2,0,2,1,0,1,2,1,0,0,1,1,0,2,2,1,2,0,0,2,2,0,0,1,0,2,1,2,2,0,2
Harriet Alberto,471,NA,1,1,0,2,0,0,1,2,2,1,1,2,2,1,0,0,1,0,2,1,2,0,0,1,0,1,1,1,1,2,0,1,2,2,0,2,2,2,2,1,1,2
Emilia Isiah,472,NA,0,0,2,1,0,2,1,2,0,0,2,1,0,1,0,1,1,2,0,1,0,2,0,2,1,0,2,2,1,0,1,1,0,0,0,0,0,1,2,2,1,2
Hope Shaun,473,NA,0,0,1,1,0,1,2,1,1,2,0,2,1,1,0,1,1,2,2,2,1,2,0,2,1,1,2,1,0,2,0,2,1,2,0,0,2,0,2,1,2,1
Sharlene Greta,474,RN,0,2,1,1,0,0,0,0,1,1,0,0,1,1,2,2,2,0,1,2,0,2,0,0,2,0,2,1,1,0,0,2,1,2,1,2,0,0,1,1,1,0
Rubye Dona,475,NA,2,0,1,0,0,0,0,2,1,2,0,2,1,0,2,1,1,0,2,1,2,2,2,2,0,0,2,0,2,0,0,2,1,1,0,1,1,2,1,1,1,2
Efrain Wilbert,476,NA,0,0,0,2,0,2,0,1,1,2,1,0,0,0,2,1,1,2,0,0,2,0,0,2,0,2,0,2,0,0,0,2,1,0,1,0,2,1,2,1,0,1
Zechariah Irene,477,RN,2,2,0,2,2,1,2,1,0,0,2,2,1,2,0,1,2,0,2,0,1,2,0,1,1,1,1,0,0,1,0,0,1,1,1,2,2,1,0,1,2,2
Brenton Normand,478,NA,0,0,0,0,0,2,2,0,1,1,2,0,1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0,0,0,2,0,2,2,1,2,1,2,2,2
Mary Cullen,479,RN,1,1,0,0,2,2,0,2,0,2,1,1,2,0,1,0,0,2,1,0,0,2,0,2,0,1,0,0,1,2,1,0,1,0,0,2,0,2,0,0,2,2
Ernest Buford,480,LPN,0,1,0,2,0,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,2,2,2,0,0,1,1,2,2,1,1,1,1,0,2
Asa Nadia,481,RN,0,0,0,0,2,0,2,2,0,1,2,0,2,0,0,0,1,2,0,2,0,2,1,2,2,0,1,0,0,2,1,1,1,1,0,1,2,2,1,2,0,0
Francisco Bettina,482,LPN,1,2,0,1,1,2,0,0,1,2,1,1,2,0,0,0,1,2,2,1,0,0,1,2,0,0,0,1,2,1,2,1,0,2,1,0,1,1,0,1,2,2
Kimberly George,483,RN,2,0,1,2,0,2,1,1,0,0,2,0,1,1,1,2,0,0,1,2,1,0,0,0,2,1,1,1,1,2,2,2,2,0,2,0,2,1,2,2,1,0
Jacquelin Christoper,484,NA,1,2,2,2,0,0,1,1,0,0,0,1,1,2,2,1,1,1,1,2,1,2,0,0,0,0,1,0,2,2,1,2,1,2,1,1,1,0,1,0,2,2
Caleb Ruthe,485,LPN,0,0,0,1,0,1,2,0,0,2,1,2,2,2,0,0,1,1,1,1,2,1,2,2,0,0,0,0,0,2,0,2,1,2,0,1,2,2,1,2,1,0
Jeanine Dorathy,486,NA,0,1,0,0,1,1,0,0,2,0,1,1,0,1,1,2,2,0,1,2,0,0,1,1,0,1,2,1,0,0,2,2,1,2,1,2,0,2,1,0,0,1
Augustine Faith,487,NA,1,2,2,0,2,1,2,2,2,0,2,1,1,2,1,2,1,1,2,1,2,0,2,0,2,1,2,2,1,2,0,1,1,2,1,0,1,0,2,0,0,0
Rhett Fate,488,NA,2,0,0,0,2,1,2,2,1,1,2,1,2,0,1,1,2,2,2,2,1,2,1,0,2,1,0,0,0,0,1,2,1,2,1,1,2,2,1,0,1,2
Dayana Tiara,489,NA,2,2,2,0,0,0,1,0,0,2,2,0,1,0,2,0,0,0,0,2,0,1,0,1,1,1,1,2,0,2,2,2,2,0,1,0,1,1,1,0,0,2
Merton Sonny,490,LPN,0,1,0,1,0,0,1,0,1,1,2,1,1,0,2,0,1,1,2,0,1,1,1,1,1,0,1,2,0,0,0,2,2,1,2,2,2,1,1,1,0,0
Shaun Mason,491,NA,1,0,1,1,1,2,1,0,0,0,1,0,0,1,1,2,0,0,0,1,2,0,2,0,2,2,1,2,2,2,0,0,1,1,0,0,2,2,0,1,2,0
Dovie Johnnie,492,LPN,2,2,2,0,1,2,2,0,0,1,1,1,2,1,2,1,0,0,0,2,0,0,2,1,1,1,0,1,1,2,1,1,2,0,2,0,2,1,1,1,0,0
Khalid Eugene,493,LPN,0,0,2,2,0,2,2,2,0,0,1,1,1,2,0,2,1,2,1,2,0,1,0,2,0,1,0,2,0,2,1,0,1,0,0,2,1,2,2,2,1,0
Kathy Thad,494,NA,0,2,1,2,1,0,2,1,1,0,1,0,2,2,2,1,1,1,1,2,2,1,1,1,2,0,1,1,2,0,2,1,2,0,1,1,2,2,1,2,1,2
Isabella Gail,495,LPN,2,2,2,2,0,2,1,2,1,2,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,0
Lamar Lilah,496,RN,1,1,2,0,2,2,2,2,2,2,2,1,2,0,2,1,1,1,1,2,0,1,1,0,2,1,1,2,0,2,1,1,2,1,0,2,2,2,2,1,2,1
Noe Milburn,497,RN,0,2,2,0,1,2,0,2,2,1,0,1,1,2,1,1,0,0,1,1,1,1,0,2,2,2,1,2,1,0,1,0,0,2,0,0,2,1,1,0,2,2
Ocie Beckham,498,LPN,2,1,0,1,1,1,2,1,1,2,0,1,1,0,2,0,0,2,2,1,2,1,0,1,1,0,2,2,2,0,0,2,0,0,2,2,0,2,0,0,0,2
Nickolas Laverne,499,NA,0,0,2,2,2,0,1,2,1,2,0,1,2,1,2,2,1,2,0,0,1,0,0,1,1,2,0,0,2,0,1,1,1,2,1,2,1,0,1,0,1,2
Tylor Vera,500,RN,0,2,1,2,2,1,1,2,2,0,0,0,1,2,0,2,2,0,0,1,2,0,2,2,1,2,2,0,1,1,0,0,2,0,0,2,0,2,1,0,1,1
Juliette Elizabeth,501,NA,0,0,1,0,2,0,0,1,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,2,0,2,0,1,2,0,0,2,0,0,1,1,2,1,2,1,0,1
Pamela Logan,502,NA,1,0,0,0,1,0,0,1,1,2,0,1,2,2,2,2,2,2,0,1,0,2,2,0,1,1,2,1,1,0,1,0,1,1,2,1,1,0,1,2,2,2
Darrin Sterling,503,NA,0,0,0,1,0,1,0,2,1,0,0,1,1,1,2,1,2,0,2,2,2,2,0,2,2,2,2,1,0,1,1,2,2,2,1,2,2,1,0,1,2,2
Harriett Alford,504,NA,1,2,2,1,0,1,2,2,0,2,2,2,2,0,1,1,2,1,1,0,1,2,1,1,2,1,0,1,1,1,1,1,0,0,0,2,0,0,2,0,0,2
Adrien Nicholas,505,RN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,1,1,2,1,2,2,2,2,1,2,0,2,0,0,1,1,1,1,0,0,2,1,1,0
Jack Leland,506,LPN,1,1,2,0,2,1,2,1,0,2,1,2,0,0,1,2,0,1,0,1,2,1,0,0,0,0,0,1,2,1,0,1,1,2,1,1,0,2,2,2,1,1
Vivian Angelita,507,NA,1,0,0,2,1,2,0,2,0,2,0,2,2,0,2,0,2,2,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2,2,1,2,1,2,2,2
Samantha Monroe,508,NA,2,2,1,2,1,1,1,2,1,2,0,2,1,0,1,1,1,0,1,2,1,0,1,0,0,1,1,0,2,0,2,0,1,0,1,0,1,2,1,2,1,2
Leota Monte,509,LPN,1,1,1,2,2,0,0,2,2,2,1,1,1,0,0,0,0,2,0,1,1,1,0,0,1,2,2,1,0,0,1,2,0,0,2,2,2,2,2,0,0,1
Landon Courtney,510,LPN,0,0,0,1,1,1,0,2,0,0,2,1,1,0,0,0,0,1,2,1,0,2,1,0,2,0,0,2,0,2,0,2,1,1,2,2,1,2,1,2,0,2
Chas Dominique,511,NA,0,2,2,2,2,1,0,2,2,0,2,2,1,2,2,0,1,0,0,1,2,0,0,0,0,1,0,1,1,1,2,1,0,2,1,0,0,1,2,0,2,0
Kaia Nancy,512,RN,2,2,0,0,2,0,2,1,2,1,0,0,2,2,2,1,2,1,1,2,0,0,0,2,2,2,0,2,2,1,1,2,1,0,0,1,2,0,0,0,0,1
Mark Triston,513,LPN,1,1,1,2,0,1,1,2,1,0,1,2,1,0,0,1,0,1,2,2,1,0,1,1,1,0,1,2,0,0,2,2,2,2,2,2,2,0,2,1,0,1
Coleen Kendrick,514,RN,2,0,0,1,2,0,2,1,0,2,2,2,0,0,0,0,2,0,1,2,1,0,1,2,1,1,2,0,1,2,0,2,1,1,2,0,1,2,0,2,2,0
Phoebe Hazel,515,NA,2,1,2,0,0,0,0,2,0,1,0,0,0,1,0,2,1,1,1,1,1,1,2,2,0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
Bess Baylee,516,NA,2,0,0,2,1,0,0,2,1,2,1,1,2,1,0,0,2,1,2,1,0,2,2,0,0,2,2,1,2,2,1,0,2,2,1,1,0,1,0,1,0,2
Jason Rose,517,RN,2,0,1,2,2,1,2,1,2,1,1,1,0,0,0,2,0,2,0,0,0,2,2,0,0,1,1,0,1,1,2,2,2,1,1,2,0,0,0,0,2,1
Althea Jimmy,518,NA,0,0,1,0,1,0,0,0,2,1,1,1,1,0,1,2,1,1,1,0,1,2,2,0,0,0,1,2,2,0,1,0,1,1,2,1,2,2,0,2,2,2
Randall Blake,519,NA,1,2,1,0,0,0,0,1,1,1,2,1,0,1,0,1,1,2,1,0,2,1,2,2,0,0,2,2,2,2,0,0,0,1,1,1,0,2,2,0,0,1
Lorena Andria,520,RN,0,2,2,1,2,1,0,0,0,1,0,2,1,1,2,2,0,1,1,1,0,2,1,2,0,0,0,2,2,2,2,2,0,0,0,2,2,1,2,2,1,2
Julius Bernie,521,RN,1,0,1,2,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,2,1,0,1,0,2,2,0,1,2,0,1,1,2,0,0,0,1,2,0,1,0,2
Emilie Auston,522,NA,2,1,1,2,1,0,1,1,0,0,2,1,2,0,2,0,1,0,2,1,2,1,0,1,1,0,2,2,1,0,0,1,2,1,0,0,1,0,0,1,2,0
Jessie Crystal,523,RN,1,1,1,2,0,0,2,2,1,0,0,1,2,1,0,0,0,1,1,2,0,1,0,2,0,1,2,0,0,2,0,1,2,0,2,0,1,0,2,1,2,0
Anderson Markus,524,RN,0,2,0,0,2,0,2,2,0,0,2,2,0,0,0,0,1,2,2,0,0,2,0,2,1,0,1,1,2,2,0,0,1,2,1,0,2,2,2,1,1,1
Janice Drew,525,LPN,1,2,2,0,2,1,2,0,1,0,1,2,2,0,0,1,1,0,1,2,0,2,1,1,2,0,2,0,2,2,0,2,0,1,0,1,0,2,0,1,0,0
Dennis Marcel,526,LPN,0,1,1,1,2,2,2,1,1,0,2,1,0,0,0,2,2,1,1,0,2,0,0,2,1,1,2,2,0,0,1,0,0,0,1,2,2,0,2,1,0,1
Armando Shannon,527,RN,1,2,1,1,1,0,0,2,2,0,1,1,0,2,0,2,0,1,1,2,2,1,0,1,2,2,1,1,2,0,2,1,1,2,2,0,2,0,2,2,0,1
Frank Gladys,528,NA,0,0,2,2,2,2,1,1,0,0,2,1,2,2,0,1,2,2,1,2,1,1,0,1,2,0,0,1,0,1,2,1,1,2,2,2,1,1,2,0,1,2
Lyn Sammy,529,LPN,2,2,2,0,2,2,1,1,2,1,1,0,0,1,2,1,0,0,2,2,0,1,2,0,1,1,0,1,2,2,2,2,0,1,1,1,1,0,2,1,2,2
Marvin Glynn,530,NA,1,2,2,1,1,0,1,2,0,1,1,1,2,0,0,1,0,0,1,1,2,0,1,1,2,0,2,0,0,0,2,0,0,0,2,0,1,1,0,2,2,1
Diego Amos,531,NA,0,0,0,2,0,2,1,0,0,0,0,2,2,2,1,0,0,1,0,1,1,2,0,1,2,0,0,1,2,2,2,0,1,1,0,1,2,2,0,1,0,2
Reece Hal,532,RN,2,0,2,0,0,0,2,1,0,0,0,2,2,2,1,1,1,2,0,2,0,0,1,0,2,2,0,1,0,1,0,2,1,0,2,2,0,0,0,2,2,2
Renita Rodney,533,RN,1,0,2,2,2,1,0,1,0,1,0,1,2,2,0,1,1,1,0,2,2,2,1,2,2,2,1,1,1,2,2,2,2,0,0,2,2,2,1,2,1,1
Madonna Spencer,534,LPN,1,1,1,0,2,0,2,0,0,2,1,2,1,2,1,2,0,1,0,1,1,0,1,2,0,2,2,1,0,1,1,2,1,2,1,0,0,1,0,0,0,1
Inell Israel,535,LPN,0,2,1,0,0,0,1,2,1,0,0,1,1,1,0,1,2,1,2,0,2,1,0,0,1,1,2,1,2,0,2,0,1,0,2,2,0,0,0,2,0,2
Addie Harmony,536,NA,1,1,0,1,1,1,2,0,0,0,1,1,0,0,1,2,0,1,2,2,1,2,1,0,0,0,2,0,1,2,0,0,0,2,2,0,1,1,2,1,0,2
Jamison Doyle,537,NA,1,0,2,2,0,0,0,1,1,0,2,2,2,1,2,1,0,2,1,2,0,2,0,1,0,1,0,0,2,0,0,0,1,2,1,1,1,1,0,1,2,1
Angelo Hilbert,538,RN,1,2,0,1,2,0,2,0,2,0,0,0,0,0,2,1,0,2,1,2,0,0,0,1,2,2,0,0,0,2,0,0,2,2,0,2,1,1,0,2,2,2
Mitchel Maria,539,LPN,1,1,2,1,2,1,2,2,0,0,0,1,0,0,0,2,2,2,0,2,0,0,0,0,1,2,0,1,1,1,0,1,1,2,0,0,1,0,1,2,0,0
Lois Julianne,540,RN,1,2,0,0,0,0,0,1,0,2,1,1,1,2,1,0,0,0,0,1,1,0,1,2,2,2,0,0,0,2,2,2,1,0,0,2,0,2,0,2,2,1
Maria Kathrine,541,NA,2,2,1,2,0,2,1,1,2,0,2,0,0,0,0,2,0,0,1,1,0,0,1,1,0,2,1,1,0,1,2,1,0,0,1,2,2,0,2,2,2,2
Robin Magdalene,542,RN,2,1,2,1,2,2,0,1,1,2,2,0,1,2,2,0,1,1,1,0,2,1,2,0,1,1,1,2,2,2,0,2,0,1,1,0,1,2,1,1,1,2
Margaret Desiree,543,NA,0,1,2,1,0,0,0,0,0,0,1,1,1,1,0,2,0,2,2,2,1,2,2,2,0,2,0,1,1,0,1,1,1,1,0,1,0,0,0,2,1,1
Ed Addie,544,RN,2,0,0,2,2,0,1,1,0,0,2,2,2,2,2,0,0,2,2,0,1,0,0,0,1,0,2,2,1,1,2,0,1,1,2,1,0,1,2,1,1,2
Wilda Zoie,545,LPN,0,1,2,0,0,2,2,0,1,2,2,2,1,2,0,1,0,2,0,1,1,0,0,2,1,2,1,0,2,2,1,0,0,2,1,1,2,0,2,0,0,2
Gregg Carter,546,LPN,0,2,1,0,2,0,2,2,0,1,2,0,2,0,1,1,1,2,0,2,1,1,2,0,2,0,0,0,1,2,1,0,0,0,2,0,0,0,1,2,1,2
Wilson Trent,547,RN,2,1,1,2,0,1,2,2,2,1,2,0,1,0,0,0,2,2,0,1,2,2,0,2,1,0,0,2,1,2,2,0,0,0,2,1,2,1,0,0,1,1
Dwayne Danny,548,NA,0,2,0,0,2,2,1,0,0,0,0,2,0,1,0,2,1,0,1,2,1,2,2,0,2,1,2,0,0,0,1,2,2,0,2,2,0,0,2,1,2,1
Freda Dellia,549,LPN,2,0,1,2,0,2,1,1,2,2,0,1,2,0,0,2,0,0,2,1,2,2,1,1,1,2,0,0,0,2,0,2,1,1,1,1,2,0,1,2,1,0
Dale Kirsten,550,NA,2,0,2,2,0,2,0,0,2,2,1,0,1,0,2,2,1,0,1,2,1,0,0,1,2,0,0,0,2,2,2,1,2,1,0,1,0,2,0,1,0,1
Charline Filomena,551,LPN,2,1,1,0,1,2,1,1,0,1,1,0,0,2,2,1,0,2,1,1,0,0,2,0,1,0,1,0,1,0,1,1,1,1,0,2,1,1,2,2,2,0
Seth Emmanuel,552,NA,1,1,0,1,0,1,0,0,0,0,0,1,2,2,2,2,1,0,1,1,1,0,0,1,0,1,1,1,2,2,0,0,1,0,2,0,0,2,1,2,1,1
Carmella Demetria,553,RN,0,2,1,1,2,0,0,1,0,2,1,2,0,1,1,2,1,0,2,1,0,1,0,1,1,2,2,2,2,2,0,2,0,2,2,1,2,0,1,2,2,2
Nichelle Nita,554,LPN,0,1,0,1,2,2,1,0,2,1,0,1,2,1,0,2,2,2,1,0,1,2,0,0,2,0,2,0,2,2,0,0,2,2,1,2,2,0,2,1,0,2
Alexis Wilfred,555,RN,2,0,1,0,0,2,1,2,0,0,1,1,1,1,1,1,2,0,2,1,2,0,2,0,0,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
Fay Donnie,556,RN,2,1,2,2,1,1,0,2,1,0,0,0,2,2,0,0,1,2,0,0,2,0,2,2,0,0,0,0,0,0,1,0,2,2,1,1,1,2,2,2,2,1
Devontae Edwin,557,RN,2,1,2,2,1,2,1,1,0,1,2,0,0,2,2,2,1,1,1,2,2,0,0,1,0,2,0,1,2,1,2,2,1,1,0,0,1,0,2,0,2,2
Patricia Gretchen,558,NA,1,1,2,2,0,0,0,1,0,1,1,2,1,0,1,2,0,1,1,1,2,2,2,2,0,0,0,2,2,0,1,0,2,2,2,1,0,0,0,2,0,0
Jerry Cesar,559,RN,2,2,0,0,2,1,2,0,2,1,0,0,1,1,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,0,2,0,1,2,1,2,2,2,2,0,0,1
Agatha Freddy,560,NA,1,0,2,1,0,2,1,0,0,2,2,0,1,1,2,2,2,2,0,1,0,0,1,2,1,2,2,2,1,1,2,2,2,1,1,2,0,1,0,0,0,2
Alfred Maura,561,LPN,2,1,0,1,0,0,2,0,0,0,1,2,1,2,0,0,1,0,1,2,0,2,0,0,1,0,1,0,1,0,2,1,0,0,2,2,1,2,1,2,2,2
Abby Pauline,562,RN,0,1,0,2,0,1,0,0,0,1,2,1,2,2,2,1,2,1,1,1,0,2,0,2,1,0,2,2,0,0,0,2,1,0,0,0,1,0,2,2,1,0
Simone Rosamond,563,NA,2,0,1,1,1,1,0,0,1,0,0,1,2,2,0,0,2,0,0,1,2,2,0,2,0,1,2,2,1,0,0,2,1,1,2,1,1,1,1,1,2,1
Wanda Lorena,564,NA,2,0,2,1,2,1,2,1,1,1,1,0,1,1,1,0,2,1,1,1,2,0,2,0,0,1,2,1,0,2,1,0,2,1,0,2,2,2,1,1,2,2
Lennie Arie,565,NA,1,1,1,0,2,2,2,1,1,1,2,0,0,0,0,0,0,2,0,1,0,2,1,1,0,1,0,1,1,1,2,0,0,2,1,1,0,0,1,2,0,1
